Title,Brand,MRP,Price,Count of Ratings,Count of Reviews,Average Rating Score,Product URL,Image URL
SAMSUNG 8 Series 163 cm (65 inch) 4K Ultra HD QLED Tizen TV with Bezel-less Display,Samsung,214990,249900,0,0,0.0,https://www.croma.com/samsung-8-series-163-cm-65-inch-4k-ultra-hd-qled-tizen-tv-with-bezel-less-display/p/271994,https://media.croma.com/image/upload/v1681298503/Croma%20Assets/Entertainment/Television/Images/271994_pr5h49.png
SAMSUNG  Series 7 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Voice Assistance (2022 model),Samsung,61990,70900,0,0,0.0,https://www.croma.com/samsung-series-7-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-voice-assistance-2022-model-/p/258508,https://media.croma.com/image/upload/v1667229822/Croma%20Assets/Entertainment/Television/Images/258508_0_wszqil.png
SAMSUNG 6 Series 125 cm (50 inch) QLED 4K Tizen TV with Bezel-less Display,Samsung,74900,83900,0,0,0.0,https://www.croma.com/samsung-6-series-125-cm-50-inch-qled-4k-tizen-tv-with-bezel-less-display/p/271986,https://media.croma.com/image/upload/v1688580280/Croma%20Assets/Entertainment/Television/Images/271986_0_re3chm.png
LG UQ75 108 cm (43 inch) 4K Ultra HD LED WebOS TV with Gen5 AI Processor 4K,LG,28990,49990,0,0,0.0,https://www.croma.com/lg-uq75-108-cm-43-inch-4k-ultra-hd-led-webos-tv-with-gen5-ai-processor-4k/p/274582,https://media.croma.com/image/upload/v1688462862/Croma%20Assets/Entertainment/Television/Images/274582_lxviqe.png
Croma 109 cm (43 inch) 4K Ultra HD Smart WebOS TV with Dolby Audio,Croma,22990,50000,44,46,4.1304347826,https://www.croma.com/croma-109-cm-43-inch-4k-ultra-hd-smart-webos-tv-with-dolby-audio/p/265284,https://media.croma.com/image/upload/v1672735448/Croma%20Assets/Entertainment/Television/Images/265284_lfxmkp.png
realme 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Realme,23999,32999,1,1,4.0,https://www.croma.com/realme-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/252954,https://media.croma.com/image/upload/v1664418734/Croma%20Assets/Entertainment/Television/Images/252954_0_aznhar.png
SONY Bravia A80J 139 cm (55 inch) OLED 4K Ultra HD Android TV with Alexa Compatibility,Sony,124990,249900,24,33,4.5454545455,https://www.croma.com/sony-bravia-a80j-139-cm-55-inch-oled-4k-ultra-hd-android-tv-with-alexa-compatibility/p/237752,https://media.croma.com/image/upload/v1663782477/Croma%20Assets/Entertainment/Television/Images/237752_0_ekzhpl.png
SONY X82L 189 cm (75 inch) 4K Ultra HD LED Google TV with Live Colour Technology (2023 model),Sony,170990,269900,0,0,0.0,https://www.croma.com/sony-x82l-189-cm-75-inch-4k-ultra-hd-led-google-tv-with-live-colour-technology-2023-model-/p/273821,https://media.croma.com/image/upload/v1689334348/Croma%20Assets/Entertainment/Television/Images/273821_0_jx1xz7.png
LG G2 139 cm (55 inch) OLED 4K Ultra HD WebOS TV with Voice Assistance (2022 model),LG,140999,254990,11,11,4.2727272727,https://www.croma.com/lg-g2-139-cm-55-inch-oled-4k-ultra-hd-webos-tv-with-voice-assistance-2022-model-/p/258424,https://media.croma.com/image/upload/v1664417174/Croma%20Assets/Entertainment/Television/Images/258424_0_putdlt.png
KODAK Matrix 126 cm (50 inch) QLED 4K Ultra HD Google TV with DTS TruSurround Technology (2022 model),Kodak,31999,49999,0,0,0.0,https://www.croma.com/kodak-matrix-126-cm-50-inch-qled-4k-ultra-hd-google-tv-with-dts-trusurround-technology-2022-model-/p/267683,https://media.croma.com/image/upload/v1683557869/Croma%20Assets/Entertainment/Television/Images/267683_0_xhfwki.png
TCL P Series 189 cm (75 inch) 4K Ultra HD LED Android TV with Dolby Audio Digital Decoder,TCL,79990,254990,0,0,0.0,https://www.croma.com/tcl-p-series-189-cm-75-inch-4k-ultra-hd-led-android-tv-with-dolby-audio-digital-decoder/p/265855,https://media.croma.com/image/upload/v1683554181/Croma%20Assets/Entertainment/Television/Images/265855_0_isn6ks.png
SAMSUNG Crystal 4K 163 cm (65 inch) 4K Ultra HD LED Tizen TV (2021 model),Samsung,69990,116900,0,0,0.0,https://www.croma.com/samsung-crystal-4k-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-2021-model-/p/252332,https://media.croma.com/image/upload/v1663784046/Croma%20Assets/Entertainment/Television/Images/252332_0_rdtfxn.png
Haier GS Series 109 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Atmos,Haier,30990,50990,0,0,0.0,https://www.croma.com/haier-gs-series-109-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-atmos/p/273162,https://media.croma.com/image/upload/v1688399587/Croma%20Assets/Entertainment/Television/Images/273162_iynixk.png
Hisense A6H 108 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Vision (2022 model),Hisense,27990,44990,0,0,0.0,https://www.croma.com/hisense-a6h-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-2022-model-/p/257093,https://media.croma.com/image/upload/v1683553213/Croma%20Assets/Entertainment/Television/Images/257093_0_ky5dy7.png
LG UR80 189 cm (75 inch) 4K Ultra HD LED WebOS TV with  AI Processor 4K Gen6,LG,143990,224990,0,0,0.0,https://www.croma.com/lg-ur80-189-cm-75-inch-4k-ultra-hd-led-webos-tv-with-ai-processor-4k-gen6/p/273714,https://media.croma.com/image/upload/v1689334185/Croma%20Assets/Entertainment/Television/Images/273714_0_isvi9k.png
TCL C835 138.7 cm (55 inch) QLED 4K Ultra HD LED Android TV with Voice Assistance (2022 model),TCL,99990,249990,0,0,0.0,https://www.croma.com/tcl-c835-138-7-cm-55-inch-qled-4k-ultra-hd-led-android-tv-with-voice-assistance-2022-model-/p/255758,https://media.croma.com/image/upload/v1680264497/Croma%20Assets/Entertainment/Television/Images/255758_ndwfvq.png
TCL 75P635 Pro 189 cm (74.40 inch) 4K Ultra HD LED Android TV with Google Assistant,TCL,119990,256990,0,0,0.0,https://www.croma.com/tcl-75p635-pro-189-cm-74-40-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/272265,https://media.croma.com/image/upload/v1689335247/Croma%20Assets/Entertainment/Television/Images/272265_0_xfoqio.png
TCL P Series 165 cm (65 inch) 4K Ultra HD LED Android 11 Google TV with Dolby Audio Digital Decoder,TCL,49990,124990,1,1,5.0,https://www.croma.com/tcl-p-series-165-cm-65-inch-4k-ultra-hd-led-android-11-google-tv-with-dolby-audio-digital-decoder/p/265854,https://media.croma.com/image/upload/v1683554151/Croma%20Assets/Entertainment/Television/Images/265854_0_hanfrg.png
SONY Bravia 108 cm (43 inch) 4K Ultra HD LED Android TV with Voice Assistance (2022 model),Sony,42990,69900,0,0,0.0,https://www.croma.com/sony-bravia-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-voice-assistance-2022-model-/p/272017,https://media.croma.com/image/upload/v1683022412/Croma%20Assets/Entertainment/Television/Images/272017_b5oc0j.png
aiwa Magnifiq 139 cm (55 inch) Ultra HD 4K LED Smart Android TV with Dolby Vision Support (2022 model),Aiwa,29989,99990,0,0,0.0,https://www.croma.com/aiwa-magnifiq-139-cm-55-inch-ultra-hd-4k-led-smart-android-tv-with-dolby-vision-support-2022-model-/p/268768,https://media.croma.com/image/upload/v1683557420/Croma%20Assets/Entertainment/Television/Images/268768_0_uctbzy.png
SONY X90K 189.03 cm (75 inch) 4K Ultra HD LED Google Android TV with Voice Assistance (2022 model),Sony,246990,379900,2,2,4.5,https://www.croma.com/sony-x90k-189-03-cm-75-inch-4k-ultra-hd-led-google-android-tv-with-voice-assistance-2022-model-/p/260214,https://media.croma.com/image/upload/v1667229205/Croma%20Assets/Entertainment/Television/Images/260214_0_a3dqqk.png
SAMSUNG Series 7 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,44990,79400,75,86,4.4069767442,https://www.croma.com/samsung-series-7-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234601,https://media.croma.com/image/upload/v1663786046/Croma%20Assets/Entertainment/Television/Images/234601_0_bpwpqe.png
SAMSUNG Crystal 4K iSmart 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Crystal Processor 4K,Samsung,45990,69900,0,0,0.0,https://www.croma.com/samsung-crystal-4k-ismart-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-crystal-processor-4k/p/274147,https://media.croma.com/image/upload/v1688711590/Croma%20Assets/Entertainment/Television/Images/274147_pebua1.png
TCL C Series 189 cm (75 inch) QLED 4K Ultra HD Android TV with Voice Assistance (2022 model),TCL,119990,299990,0,0,0.0,https://www.croma.com/tcl-c-series-189-cm-75-inch-qled-4k-ultra-hd-android-tv-with-voice-assistance-2022-model-/p/255763,https://media.croma.com/image/upload/v1680264510/Croma%20Assets/Entertainment/Television/Images/255763_xtyap0.png
SONY X90K 138.8 cm (55 inch) 4K Ultra HD LED Google Android TV with Voice Assistance (2022 model),Sony,104490,169900,10,10,4.5,https://www.croma.com/sony-x90k-138-8-cm-55-inch-4k-ultra-hd-led-google-android-tv-with-voice-assistance-2022-model-/p/256347,https://media.croma.com/image/upload/v1664427669/Croma%20Assets/Entertainment/Television/Images/256347_0_q4yl9d.png
SAMSUNG Series 8 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,63490,89400,58,60,4.5166666667,https://www.croma.com/samsung-series-8-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252006,https://media.croma.com/image/upload/v1663785341/Croma%20Assets/Entertainment/Television/Images/252006_0_wzdpx1.png
Xiaomi X Series 127 cm (50 inch) 4K Ultra HD LED Android TV with Dolby Audio (2023 model),Xiaomi,34999,44999,0,0,0.0,https://www.croma.com/xiaomi-x-series-127-cm-50-inch-4k-ultra-hd-led-android-tv-with-dolby-audio-2023-model-/p/275231,https://media.croma.com/image/upload/v1689402418/Croma%20Assets/Entertainment/Television/Images/275231_ybhvzc.png
LG UQ80 164 cm (65 inch) 4K Ultra HD LED WebOS TV with Voice Assistance (2022 model),LG,81990,124990,23,23,4.3913043478,https://www.croma.com/lg-uq80-164-cm-65-inch-4k-ultra-hd-led-webos-tv-with-voice-assistance-2022-model-/p/257195,https://media.croma.com/image/upload/v1680096359/Croma%20Assets/Entertainment/Television/Images/257195_evfhgl.png
Hisense A73F 164 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Hisense,54990,82990,1,2,5.0,https://www.croma.com/hisense-a73f-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/233060,https://media.croma.com/image/upload/v1663784314/Croma%20Assets/Entertainment/Television/Images/233060_0_cesiit.png
LG UQ80 108 cm (43 inch) 4K Ultra HD LED WebOS TV with Voice Assistance (2022 model),LG,39990,59990,76,82,4.5243902439,https://www.croma.com/lg-uq80-108-cm-43-inch-4k-ultra-hd-led-webos-tv-with-voice-assistance-2022-model-/p/256198,https://media.croma.com/image/upload/v1664431209/Croma%20Assets/Entertainment/Television/Images/256198_0_sftywr.png
Panasonic LX 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant,Panasonic,42490,56990,3,3,4.6666666667,https://www.croma.com/panasonic-lx-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251786,https://media.croma.com/image/upload/v1664410121/Croma%20Assets/Entertainment/Television/Images/251786_0_xrso5s.png
TCL 55P635 139 cm (55 inch) 4K Ultra HD LED Android TV with Dolby Audio (2022 model),TCL,35990,77990,0,0,0.0,https://www.croma.com/tcl-55p635-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-dolby-audio-2022-model-/p/265853,https://media.croma.com/image/upload/v1683554118/Croma%20Assets/Entertainment/Television/Images/265853_0_o1k8te.png
SONY Professional 253 cm (100 inch) 4K Ultra HD Android Smart TV with Cognitive Processor XR (2021 model),Sony,2700000,2700000,0,0,0.0,https://www.croma.com/sony-professional-253-cm-100-inch-4k-ultra-hd-android-smart-tv-with-cognitive-processor-xr-2021-model-/p/260027,https://media.croma.com/image/upload/v1669623187/Croma%20Assets/Entertainment/Television/Images/260027_0_hpieu9.png
SAMSUNG Series 8 216 cm (85 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,364990,519900,0,0,0.0,https://www.croma.com/samsung-series-8-216-cm-85-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252010,https://media.croma.com/image/upload/v1680264512/Croma%20Assets/Entertainment/Television/Images/252010_fe6gp9.png
realme 126 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Realme,31999,42999,0,0,0.0,https://www.croma.com/realme-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/252955,https://media.croma.com/image/upload/v1664418735/Croma%20Assets/Entertainment/Television/Images/252955_0_rd0vpe.png
SAMSUNG Series 6 125 cm (50 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,66690,99900,8,8,5.0,https://www.croma.com/samsung-series-6-125-cm-50-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251985,https://media.croma.com/image/upload/v1664431805/Croma%20Assets/Entertainment/Television/Images/251985_0_jcm8eq.png
KODAK Matrix 139 cm (55 inch) QLED 4K Ultra HD Google TV with DTS TruSurround Technology (2022 model),Kodak,35999,59999,0,0,0.0,https://www.croma.com/kodak-matrix-139-cm-55-inch-qled-4k-ultra-hd-google-tv-with-dts-trusurround-technology-2022-model-/p/267684,https://media.croma.com/image/upload/v1683557821/Croma%20Assets/Entertainment/Television/Images/267684_0_i6l6kq.png
SAMSUNG Series 8 108cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,42490,64900,5,5,5.0,https://www.croma.com/samsung-series-8-108cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252011,https://media.croma.com/image/upload/v1680264987/252011_0_pmbnx4.png
Hisense Bezelless 126 cm (50 inch) LED 4K Ultra HD Google TV with Dolby Vision (2022 model),Hisense,32990,54990,0,0,0.0,https://www.croma.com/hisense-bezelless-126-cm-50-inch-led-4k-ultra-hd-google-tv-with-dolby-vision-2022-model-/p/267994,https://media.croma.com/image/upload/v1683556502/Croma%20Assets/Entertainment/Television/Images/267994_0_y0t0fe.png
SAMSUNG Series 8 152.4 cm (60 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,72990,103900,14,15,4.5333333333,https://www.croma.com/samsung-series-8-152-4-cm-60-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252008,https://media.croma.com/image/upload/v1680351497/252008_0_f7uszm.png
TOSHIBA 50C350LP 126 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Vision & Dolby Atmos (2022 model) ,Toshiba,33990,54990,0,0,0.0,https://www.croma.com/toshiba-50c350lp-126-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-dolby-atmos-2022-model-/p/263059,https://media.croma.com/image/upload/v1664376012/Croma%20Assets/Entertainment/Television/Images/263059_gxhsxg.png
Xiaomi X Series 108 cm (43 inch) 4K Ultra HD LED Android TV with Dolby Audio,Xiaomi,28999,42999,0,0,0.0,https://www.croma.com/xiaomi-x-series-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-dolby-audio/p/275230,https://media.croma.com/image/upload/v1689402338/Croma%20Assets/Entertainment/Television/Images/275230_o7wgnf.png
LG UQ75 108 cm (43 inch) 4K Ultra HD LED WebOS TV with Voice Assistance (2022 model),LG,38990,47990,7,7,4.5714285714,https://www.croma.com/lg-uq75-108-cm-43-inch-4k-ultra-hd-led-webos-tv-with-voice-assistance-2022-model-/p/257221,https://media.croma.com/image/upload/v1667229331/Croma%20Assets/Entertainment/Television/Images/257221_0_mp80iu.png
SAMSUNG Series 9 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,130990,219900,2,2,5.0,https://www.croma.com/samsung-series-9-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251990,https://media.croma.com/image/upload/v1663780946/Croma%20Assets/Entertainment/Television/Images/251990_0_x5vtte.png
Haier K6600 Series 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Haier,33990,51490,10,16,4.3125,https://www.croma.com/haier-k6600-series-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/232856,https://media.croma.com/image/upload/v1664411593/Croma%20Assets/Entertainment/Television/Images/232856_0_gui06d.png
Hisense A71F 177 cm (70 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Hisense,62990,99990,0,0,0.0,https://www.croma.com/hisense-a71f-177-cm-70-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/233049,https://media.croma.com/image/upload/v1663783544/Croma%20Assets/Entertainment/Television/Images/233049_0_qxwlbc.png
TCL C835 Series 165 cm (65 inch) QLED 4K Ultra HD Android TV with Google Assistant,TCL,139990,309990,0,0,0.0,https://www.croma.com/tcl-c835-series-165-cm-65-inch-qled-4k-ultra-hd-android-tv-with-google-assistant/p/255761,https://media.croma.com/image/upload/v1680264519/Croma%20Assets/Entertainment/Television/Images/255761_jp7ock.png
LG G2 245 cm (97 inch) OLED 4K Ultra HD WebOS TV with Dolby Vision and Dolby Atmos (2022 model),LG,1999990,2499990,0,0,0.0,https://www.croma.com/lg-g2-245-cm-97-inch-oled-4k-ultra-hd-webos-tv-with-dolby-vision-and-dolby-atmos-2022-model-/p/271200,https://media.croma.com/image/upload/v1680073937/Croma%20Assets/Entertainment/Television/Images/271200_mawdp0.png
SAMSUNG Crystal 4K iSmart 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Crystal Processor 4K,Samsung,67990,116900,0,0,0.0,https://www.croma.com/samsung-crystal-4k-ismart-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-crystal-processor-4k/p/274148,https://media.croma.com/image/upload/v1688711656/Croma%20Assets/Entertainment/Television/Images/274148_vwcxga.png
LG UQ80 139 cm (55 inch) 4K Ultra HD LED WebOS TV with Voice Assistance (2022 model),LG,54490,84990,90,94,4.7127659574,https://www.croma.com/lg-uq80-139-cm-55-inch-4k-ultra-hd-led-webos-tv-with-voice-assistance-2022-model-/p/256092,https://media.croma.com/image/upload/v1680096350/Croma%20Assets/Entertainment/Television/Images/256092_wjakb8.png
SAMSUNG 6 Series 214 cm (85 inch) QLED 4K Tizen TV with Bezel-less Display,Samsung,569900,699900,0,0,0.0,https://www.croma.com/samsung-6-series-214-cm-85-inch-qled-4k-tizen-tv-with-bezel-less-display/p/271990,https://media.croma.com/image/upload/v1681296208/Croma%20Assets/Entertainment/Television/Images/271990_mgtzws.png
Panasonic LX 165 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant,Panasonic,105880,129990,0,0,0.0,https://www.croma.com/panasonic-lx-165-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/252086,https://media.croma.com/image/upload/v1663780268/Croma%20Assets/Entertainment/Television/Images/252086_0_soonu1.png
SAMSUNG Series 8 216 cm (85 inch) 4K Ultra HD Tizen TV with Adaptive Sound ,Samsung,389900,449900,0,0,0.0,https://www.croma.com/samsung-series-8-216-cm-85-inch-4k-ultra-hd-tizen-tv-with-adaptive-sound-/p/272286,https://media.croma.com/image/upload/v1689334724/Croma%20Assets/Entertainment/Television/Images/272286_0_vtyi8t.png
SAMSUNG Series 8 189 cm (75 inch) 4K Ultra HD LED Tizen TV with Adaptive Sound ,Samsung,184900,214900,0,0,0.0,https://www.croma.com/samsung-series-8-189-cm-75-inch-4k-ultra-hd-led-tizen-tv-with-adaptive-sound-/p/272285,https://media.croma.com/image/upload/v1689155442/Croma%20Assets/Entertainment/Television/Images/272285_0_y0igga.png
LG NANO75 189 cm (75 inch) 4K Ultra HD Nano Cell WebOS TV with Voice Assistance,LG,229990,269990,0,0,0.0,https://www.croma.com/lg-nano75-189-cm-75-inch-4k-ultra-hd-nano-cell-webos-tv-with-voice-assistance/p/258428,https://media.croma.com/image/upload/v1664417000/Croma%20Assets/Entertainment/Television/Images/258428_0_suuqcg.png
SAMSUNG Series 6 189 cm (75 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,274990,384900,0,0,0.0,https://www.croma.com/samsung-series-6-189-cm-75-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251988,https://media.croma.com/image/upload/v1663785031/Croma%20Assets/Entertainment/Television/Images/251988_0_cshvow.png
SAMSUNG Series 9 216 cm (85 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,589990,879900,0,0,0.0,https://www.croma.com/samsung-series-9-216-cm-85-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251993,https://media.croma.com/image/upload/v1663780882/Croma%20Assets/Entertainment/Television/Images/251993_0_ozywkf.png
SAMSUNG Series 7 125 cm (50 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,50990,69900,33,36,4.5,https://www.croma.com/samsung-series-7-125-cm-50-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234369,https://media.croma.com/image/upload/v1664430978/Croma%20Assets/Entertainment/Television/Images/234369_0_is8ss2.png
SAMSUNG Series 9 189 cm (75 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,389990,589900,2,2,5.0,https://www.croma.com/samsung-series-9-189-cm-75-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251992,https://media.croma.com/image/upload/v1663780821/Croma%20Assets/Entertainment/Television/Images/251992_0_pttn6g.png
SAMSUNG Series 7 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,118900,138900,0,0,0.0,https://www.croma.com/samsung-series-7-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/252001,https://media.croma.com/image/upload/v1663785371/Croma%20Assets/Entertainment/Television/Images/252001_0_bl6xvz.png
