Title,Brand,MRP,Price,Count of Ratings,Count of Reviews,Average Rating Score,Product URL,Image URL
SONY X85K Series 214.8 cm (85 inch) 4K Ultra HD LED Google Android TV with Voice Assistance (2022 model),Sony,332490,599900,0,0,0.0,https://www.croma.com/sony-x85k-series-214-8-cm-85-inch-4k-ultra-hd-led-google-android-tv-with-voice-assistance-2022-model-/p/259309,https://media.croma.com/image/upload/v1667229886/Croma%20Assets/Entertainment/Television/Images/259309_0_wicomy.png
SANSUI 178 cm (70 inch) 4K Ultra HD LED Android TV with Dolby Vision & Dolby Atmos (2022 model),Sansui,64990,94500,0,0,0.0,https://www.croma.com/sansui-178-cm-70-inch-4k-ultra-hd-led-android-tv-with-dolby-vision-dolby-atmos-2022-model-/p/267417,https://media.croma.com/image/upload/v1672902312/Croma%20Assets/Entertainment/Television/Images/267417_pbk193.png
TOSHIBA 65M550LP 164 cm (65 inch) QLED 4K Ultra HD Google TV with Dolby Vision & Dolby Atmos (2022 model) ,Toshiba,74990,114990,0,0,0.0,https://www.croma.com/toshiba-65m550lp-164-cm-65-inch-qled-4k-ultra-hd-google-tv-with-dolby-vision-dolby-atmos-2022-model-/p/263092,https://media.croma.com/image/upload/v1664375893/Croma%20Assets/Entertainment/Television/Images/263092_jhljrj.png
SONY 215 cm (85 inch) LED 4K Ultra HD Google TV with Dolby Atmos ,Sony,569990,899900,0,0,0.0,https://www.croma.com/sony-215-cm-85-inch-led-4k-ultra-hd-google-tv-with-dolby-atmos-/p/273959,https://media.croma.com/image/upload/v1686724339/Croma%20Assets/Entertainment/Television/Images/273959_eg3k8n.png
LG C2 210 cm (83 inch) 4K Ultra HD OLED WebOS TV with Voice Assistance (2022 model),LG,699990,1174990,0,0,0.0,https://www.croma.com/lg-c2-210-cm-83-inch-4k-ultra-hd-oled-webos-tv-with-voice-assistance-2022-model-/p/257393,https://media.croma.com/image/upload/v1664419190/Croma%20Assets/Entertainment/Television/Images/257393_0_oncuez.png
SONY X80L 215 cm (85 inch) 4K Ultra HD Android TV with X-Reality PRO (2023 model),Sony,351490,599900,0,0,0.0,https://www.croma.com/sony-x80l-215-cm-85-inch-4k-ultra-hd-android-tv-with-x-reality-pro-2023-model-/p/273990,https://media.croma.com/image/upload/v1686725353/Croma%20Assets/Entertainment/Television/Images/273990_j6lppn.png
Panasonic LX 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant,Panasonic,39990,51990,8,8,4.75,https://www.croma.com/panasonic-lx-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251785,https://media.croma.com/image/upload/v1664410103/Croma%20Assets/Entertainment/Television/Images/251785_0_rpqhsc.png
LG UR80 218 cm (86 inch) 4K Ultra HD LED WebOS TV with AI Processor 4K Gen6,LG,319990,399990,0,0,0.0,https://www.croma.com/lg-ur80-218-cm-86-inch-4k-ultra-hd-led-webos-tv-with-ai-processor-4k-gen6/p/273713,https://media.croma.com/image/upload/v1689334065/Croma%20Assets/Entertainment/Television/Images/273713_0_rlpwzb.png
PHILIPS 8200 Series 126 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Philips,42999,69990,0,0,0.0,https://www.croma.com/philips-8200-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/232748,https://media.croma.com/image/upload/v1664424051/Croma%20Assets/Entertainment/Television/Images/232748_0_leph5p.png
Panasonic LX 189 cm (75 inch) 4K Ultra HD LED Android TV with Google Assistant,Panasonic,159900,214990,0,0,0.0,https://www.croma.com/panasonic-lx-189-cm-75-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/251789,https://media.croma.com/image/upload/v1663780583/Croma%20Assets/Entertainment/Television/Images/251789_0_zoakuw.png
SAMSUNG Series 8 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,94990,137900,6,7,4.7142857143,https://www.croma.com/samsung-series-8-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252007,https://media.croma.com/image/upload/v1680264987/252007_0_ehr7u5.png
SAMSUNG Series 9 125 cm (50 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,99899,136900,3,3,4.6666666667,https://www.croma.com/samsung-series-9-125-cm-50-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251989,https://media.croma.com/image/upload/v1664431779/Croma%20Assets/Entertainment/Television/Images/251989_0_mvvdjc.png
Haier K6600 Series 127 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Haier,31990,63490,2,3,4.0,https://www.croma.com/haier-k6600-series-127-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/232857,https://media.croma.com/image/upload/v1664411627/Croma%20Assets/Entertainment/Television/Images/232857_0_z6m51d.png
LG UQ80 189 cm (75 inch) 4K Ultra HD LED WebOS TV with Voice Assistance (2022 model),LG,143850,224990,7,7,4.7142857143,https://www.croma.com/lg-uq80-189-cm-75-inch-4k-ultra-hd-led-webos-tv-with-voice-assistance-2022-model-/p/257198,https://media.croma.com/image/upload/v1680316447/257198_0_pte0t9.png
LG UR75 127 cm (50 inch) 4K Ultra HD LED WebOS TV with Gen5 AI Processor 4K ,LG,57990,67990,0,0,0.0,https://www.croma.com/lg-ur75-127-cm-50-inch-4k-ultra-hd-led-webos-tv-with-gen5-ai-processor-4k-/p/274892,https://media.croma.com/image/upload/v1688376570/Croma%20Assets/Entertainment/Television/Images/274892_ccq7xo.png
LG C3 195 cm (77 inch) OLED 4K Ultra HD WebOS TV with AI Processor Gen6 AI,LG,519990,699990,0,0,0.0,https://www.croma.com/lg-c3-195-cm-77-inch-oled-4k-ultra-hd-webos-tv-with-ai-processor-gen6-ai/p/274033,https://media.croma.com/image/upload/v1686937327/Croma%20Assets/Entertainment/Television/Images/274033_nirb7q.png
Panasonic LX 139 cm (55 inch) 4K Ultra HD LED Android TV with Alexa Compatibility,Panasonic,72490,89990,0,0,0.0,https://www.croma.com/panasonic-lx-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility/p/251788,https://media.croma.com/image/upload/v1663780573/Croma%20Assets/Entertainment/Television/Images/251788_0_bgdek1.png
SAMSUNG Series 8 125 cm (50 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,56990,78900,32,34,4.5588235294,https://www.croma.com/samsung-series-8-125-cm-50-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252005,https://media.croma.com/image/upload/v1680264985/252005_0_cskdoh.png
SONY X95K 215 cm (85 inch) 4K Ultra HD LED Android TV with Voice Assistance (2022 model),Sony,522490,899900,0,0,0.0,https://www.croma.com/sony-x95k-215-cm-85-inch-4k-ultra-hd-led-android-tv-with-voice-assistance-2022-model-/p/260215,https://media.croma.com/image/upload/v1667229368/Croma%20Assets/Entertainment/Television/Images/260215_0_pa55p7.png
SAMSUNG Series 7 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,81990,124900,8,9,5.0,https://www.croma.com/samsung-series-7-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234603,https://media.croma.com/image/upload/v1663786089/Croma%20Assets/Entertainment/Television/Images/234603_0_omlabd.png
LG UM77 109.22 cm (43 inch) 4K Ultra HD LED WebOS TV with Alexa Compatibility (2021 model),LG,41790,64990,63,78,4.5769230769,https://www.croma.com/lg-um77-109-22-cm-43-inch-4k-ultra-hd-led-webos-tv-with-alexa-compatibility-2021-model-/p/241718,https://media.croma.com/image/upload/v1664410294/Croma%20Assets/Entertainment/Television/Images/241718_0_lnqotk.png
Haier 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Haier,34990,85990,0,0,0.0,https://www.croma.com/haier-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/247455,https://media.croma.com/image/upload/v1663783253/Croma%20Assets/Entertainment/Television/Images/247455_0_cirhuz.png
KODAK 7XPRO Series 126 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Kodak,25999,42999,3,3,3.6666666667,https://www.croma.com/kodak-7xpro-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/259950,https://media.croma.com/image/upload/v1664413586/Croma%20Assets/Entertainment/Television/Images/259950_0_lxfy7z.png
LG NANO75 217 cm (86 inch) 4K Ultra HD Nano Cell WebOS TV with Voice Assistance (2022 model),LG,421490,554990,1,1,4.0,https://www.croma.com/lg-nano75-217-cm-86-inch-4k-ultra-hd-nano-cell-webos-tv-with-voice-assistance-2022-model-/p/258429,https://media.croma.com/image/upload/v1664417002/Croma%20Assets/Entertainment/Television/Images/258429_0_xslyqs.png
LG C3 210 cm (83 inch) OLED 4K Ultra HD WebOS TV with AI Processor 4K Gen6,LG,799990,1174990,0,0,0.0,https://www.croma.com/lg-c3-210-cm-83-inch-oled-4k-ultra-hd-webos-tv-with-ai-processor-4k-gen6/p/274032,https://media.croma.com/image/upload/v1686937234/Croma%20Assets/Entertainment/Television/Images/274032_uy7mu6.png
LG UQ75 139 cm (55 inch) 4K Ultra HD LED WebOS TV with Voice Assistance (2022 model),LG,57490,71990,3,3,5.0,https://www.croma.com/lg-uq75-139-cm-55-inch-4k-ultra-hd-led-webos-tv-with-voice-assistance-2022-model-/p/257092,https://media.croma.com/image/upload/v1664409908/Croma%20Assets/Entertainment/Television/Images/257092_0_epiu0b.png
LG G3 139 cm (55 inch) OLED 4K Ultra HD WebOS TV with Dolby Vision and Dolby Atmos (2023 model),LG,229999,254990,0,0,0.0,https://www.croma.com/lg-g3-139-cm-55-inch-oled-4k-ultra-hd-webos-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/274031,https://media.croma.com/image/upload/v1686934982/Croma%20Assets/Entertainment/Television/Images/274031_v7gbki.png
SAMSUNG Series 8 165 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,103999,147900,0,1,4.0,https://www.croma.com/samsung-series-8-165-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252013,https://media.croma.com/image/upload/v1663785856/Croma%20Assets/Entertainment/Television/Images/252013_0_gvp4as.png
LG UQ80 177 cm (70 inch) 4K Ultra HD LED WebOS TV with Voice Assistance (2022 model),LG,101650,164990,3,3,4.6666666667,https://www.croma.com/lg-uq80-177-cm-70-inch-4k-ultra-hd-led-webos-tv-with-voice-assistance-2022-model-/p/257197,https://media.croma.com/image/upload/v1680675760/Croma%20Assets/Entertainment/Television/257197_0_lamgid.png
realme SLED 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Realme,34999,69999,1,1,3.0,https://www.croma.com/realme-sled-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/252956,https://media.croma.com/image/upload/v1663785078/Croma%20Assets/Entertainment/Television/Images/252956_0_tu4esi.png
TCL P735 139 cm (55 inch) 4K Ultra HD LED Android TV with Voice Assistance,TCL,40990,82990,11,11,4.0909090909,https://www.croma.com/tcl-p735-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-voice-assistance/p/255759,https://media.croma.com/image/upload/v1664412965/Croma%20Assets/Entertainment/Television/Images/255759_12_ml2ihv.png
TCL 65P635 Pro 165 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant,TCL,60990,126990,0,0,0.0,https://www.croma.com/tcl-65p635-pro-165-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/272264,https://media.croma.com/image/upload/v1686658701/Croma%20Assets/Entertainment/Television/Images/272264_mwsuuz.png
TOSHIBA 55C350LP 139 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Vision & Dolby Atmos (2022 model) ,Toshiba,38990,59990,0,0,0.0,https://www.croma.com/toshiba-55c350lp-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-dolby-atmos-2022-model-/p/263090,https://media.croma.com/image/upload/v1664376103/Croma%20Assets/Entertainment/Television/Images/263090_mnyw46.png
KODAK 7XPRO Series 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Kodak,29499,46999,1,1,5.0,https://www.croma.com/kodak-7xpro-series-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/259951,https://media.croma.com/image/upload/v1664413569/Croma%20Assets/Entertainment/Television/Images/259951_0_lif0j7.png
SAMSUNG Series 7 189 cm (75 inch) 4K Ultra HD Tizen TV with Adaptive Sound ,Samsung,157900,182900,0,0,0.0,https://www.croma.com/samsung-series-7-189-cm-75-inch-4k-ultra-hd-tizen-tv-with-adaptive-sound-/p/272284,https://media.croma.com/image/upload/v1689334686/Croma%20Assets/Entertainment/Television/Images/272284_0_velark.png
SAMSUNG Series 6 108 cm (43 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,55990,79900,6,6,4.8333333333,https://www.croma.com/samsung-series-6-108-cm-43-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251984,https://media.croma.com/image/upload/v1664431688/Croma%20Assets/Entertainment/Television/Images/251984_0_tdt5a0.png
SAMSUNG Series 9 163 cm (65 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,214990,349900,2,2,2.0,https://www.croma.com/samsung-series-9-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/252000,https://media.croma.com/image/upload/v1663785344/Croma%20Assets/Entertainment/Television/Images/252000_0_v5eyzm.png
LG QNED91 190 cm (75 inch) 4K Ultra HD QNED WebOS TV with Alexa Compatibility,LG,509990,529990,0,0,0.0,https://www.croma.com/lg-qned91-190-cm-75-inch-4k-ultra-hd-qned-webos-tv-with-alexa-compatibility/p/258891,https://media.croma.com/image/upload/v1667229492/Croma%20Assets/Entertainment/Television/Images/258891_0_xoqera.png
LG Signature 164 cm (65 inch) OLED 4K Ultra HD WebOS TV with Google Assistant,LG,7500000,7999990,0,0,0.0,https://www.croma.com/lg-signature-164-cm-65-inch-oled-4k-ultra-hd-webos-tv-with-google-assistant/p/248788,https://media.croma.com/image/upload/v1663785197/Croma%20Assets/Entertainment/Television/Images/248788_0_o5pc1w.png
aiwa Magnifiq 108 cm (43 inch) 4K Ultra HD LED Android TV with Dolby Vision (2022 Model),Aiwa,28990,57990,0,0,0.0,https://www.croma.com/aiwa-magnifiq-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-dolby-vision-2022-model-/p/268769,https://media.croma.com/image/upload/v1683557597/Croma%20Assets/Entertainment/Television/Images/268769_0_gj6drx.png
SAMSUNG Series 8 163 cm (65 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,179990,245900,0,0,0.0,https://www.croma.com/samsung-series-8-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251998,https://media.croma.com/image/upload/v1663781129/Croma%20Assets/Entertainment/Television/Images/251998_0_w5clcd.png
PHILIPS 8200 Series 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Philips,48989,89990,0,0,0.0,https://www.croma.com/philips-8200-series-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/232749,https://media.croma.com/image/upload/v1663783970/Croma%20Assets/Entertainment/Television/Images/232749_0_ecriws.png
aiwa 124 cm (55 inch) 4K Ultra HD LED Smart Google TV with Crystal Vision Technology,Aiwa,37890,87990,0,0,0.0,https://www.croma.com/aiwa-124-cm-55-inch-4k-ultra-hd-led-smart-google-tv-with-crystal-vision-technology/p/268770,https://media.croma.com/image/upload/v1683557809/Croma%20Assets/Entertainment/Television/Images/268770_0_jfextp.png
SAMSUNG Series 7 176 cm (70 inch) 4K Ultra HD Tizen TV with Adaptive Sound ,Samsung,114900,127900,0,0,0.0,https://www.croma.com/samsung-series-7-176-cm-70-inch-4k-ultra-hd-tizen-tv-with-adaptive-sound-/p/272283,https://media.croma.com/image/upload/v1681998339/Croma%20Assets/Entertainment/Television/Images/272283_ul25pi.png
TCL P735 127 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),TCL,38990,75990,3,3,5.0,https://www.croma.com/tcl-p735-127-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/255756,https://media.croma.com/image/upload/v1680264985/255756_0_ntvd6r.png
SAMSUNG Crystal 4K Pro 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,32990,54900,2,3,4.6666666667,https://www.croma.com/samsung-crystal-4k-pro-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250632,https://media.croma.com/image/upload/v1664432605/Croma%20Assets/Entertainment/Television/Images/250632_0_wkduqj.png
SAMSUNG Series 8 189 cm (75 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,152990,239900,4,4,4.25,https://www.croma.com/samsung-series-8-189-cm-75-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252009,https://media.croma.com/image/upload/v1680264986/252009_0_orxbz9.png
TOSHIBA 55M550LP 139 cm (55 inch) 4K Ultra HD QLED Google TV with Dolby Vision & Dolby Atmos (2022 model) ,Toshiba,46990,79990,0,0,0.0,https://www.croma.com/toshiba-55m550lp-139-cm-55-inch-4k-ultra-hd-qled-google-tv-with-dolby-vision-dolby-atmos-2022-model-/p/263091,https://media.croma.com/image/upload/v1664376197/Croma%20Assets/Entertainment/Television/Images/263091_ctezrn.png
SAMSUNG Series 6 163 cm (65 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,124990,209900,1,1,5.0,https://www.croma.com/samsung-series-6-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251987,https://media.croma.com/image/upload/v1663785033/Croma%20Assets/Entertainment/Television/Images/251987_0_nrk5bf.png
aiwa Magnifiq 127 cm (50 inch) 4K Ultra HD LED Smart Android TV with Google Voice Search (2022 model),Aiwa,34990,69990,0,0,0.0,https://www.croma.com/aiwa-magnifiq-127-cm-50-inch-4k-ultra-hd-led-smart-android-tv-with-google-voice-search-2022-model-/p/268767,https://media.croma.com/image/upload/v1683557509/Croma%20Assets/Entertainment/Television/Images/268767_0_e6h6d5.png
Hisense A6K 140 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Atmos,Hisense,47999,64999,0,0,0.0,https://www.croma.com/hisense-a6k-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-atmos/p/275420,https://media.croma.com/image/upload/v1689925729/Croma%20Assets/Entertainment/Television/Images/275420_dlr7r7.png
Hisense A7K 140 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos,Hisense,51999,69999,0,0,0.0,https://www.croma.com/hisense-a7k-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos/p/275422,https://media.croma.com/image/upload/v1689929806/Croma%20Assets/Entertainment/Television/Images/275422_jq0tx0.png
Hisense A7K 165 cm (65 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos,Hisense,68999,69999,0,0,0.0,https://www.croma.com/hisense-a7k-165-cm-65-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos/p/275423,https://media.croma.com/image/upload/v1689929880/Croma%20Assets/Entertainment/Television/Images/275423_sdp89p.png
Hisense A6K 126 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Atmos,Hisense,41999,59999,0,0,0.0,https://www.croma.com/hisense-a6k-126-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-atmos/p/275458,https://media.croma.com/image/upload/v1690013642/Croma%20Assets/Entertainment/Television/Images/275458_hndffz.png
Hisense A6K 108 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Atmos,Hisense,34999,44999,0,0,0.0,https://www.croma.com/hisense-a6k-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-atmos/p/275457,https://media.croma.com/image/upload/v1690013548/Croma%20Assets/Entertainment/Television/Images/275457_usnolm.png
Panasonic 108 cm (43 inch) 4K Ultra HD LED Google TV with Google Assistant ,Panasonic,44490,53990,0,0,0.0,https://www.croma.com/panasonic-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-google-assistant-/p/273074,https://media.croma.com/image/upload/v1684140671/Croma%20Assets/Entertainment/Television/Images/273074_py1gft.png
Xiaomi X Series 138 cm (55 inch) 4K Ultra HD LED Android TV with Dolby Vision and Dolby Audio (2022 model),Xiaomi,39999,54999,0,0,0.0,https://www.croma.com/xiaomi-x-series-138-cm-55-inch-4k-ultra-hd-led-android-tv-with-dolby-vision-and-dolby-audio-2022-model-/p/275163,https://media.croma.com/image/upload/v1689240020/Croma%20Assets/Entertainment/Television/Images/275163_fq0kye.png
Hisense A6K 191 cm (75 inch) 4K Ultra HD LED Google TV with Dolby Atmos,Hisense,109999,149999,0,0,0.0,https://www.croma.com/hisense-a6k-191-cm-75-inch-4k-ultra-hd-led-google-tv-with-dolby-atmos/p/275421,https://media.croma.com/image/upload/v1689925795/Croma%20Assets/Entertainment/Television/Images/275421_fl8ofb.png
SAMSUNG 6 Series 189 cm (75 inch) QLED 4K Tizen TV with Bezel-less Display,Samsung,299900,359900,0,0,0.0,https://www.croma.com/samsung-6-series-189-cm-75-inch-qled-4k-tizen-tv-with-bezel-less-display/p/271989,https://media.croma.com/image/upload/v1681296159/Croma%20Assets/Entertainment/Television/Images/271989_nyawgw.png
Panasonic 139 cm (55 inch) 4K Ultra HD LED Google TV with Chroma Drive Dynamic,Panasonic,57990,72990,0,0,0.0,https://www.croma.com/panasonic-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-chroma-drive-dynamic/p/273072,https://media.croma.com/image/upload/v1684139436/Croma%20Assets/Entertainment/Television/Images/273072_qirmgz.png
Panasonic 189 cm (75 inch) 4K Ultra HD LED Google TV with Google Assistant,Panasonic,124990,149990,0,0,0.0,https://www.croma.com/panasonic-189-cm-75-inch-4k-ultra-hd-led-google-tv-with-google-assistant/p/273073,https://media.croma.com/image/upload/v1684139457/Croma%20Assets/Entertainment/Television/Images/273073_jpmrwu.png
Panasonic TH-55MX750DX 139 cm (55 inch) 4K Ultra HD LED Google TV with Google Assistant,Panasonic,64990,77990,0,0,0.0,https://www.croma.com/panasonic-th-55mx750dx-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-google-assistant/p/273075,https://media.croma.com/image/upload/v1684140757/Croma%20Assets/Entertainment/Television/Images/273075_vhrowr.png
SONY X90L 189 cm (75 inch) 4K Ultra HD LED Google TV with Cognitive Processor XR (2023 model),Sony,289990,379900,0,0,0.0,https://www.croma.com/sony-x90l-189-cm-75-inch-4k-ultra-hd-led-google-tv-with-cognitive-processor-xr-2023-model-/p/275536,https://media.croma.com/image/upload/v1690202533/Croma%20Assets/Entertainment/Television/Images/275536_drh1l0.png
